"","Year","County","Size.of.Holding","value"
"3744","1955","Cavan","30-50 Acres",3100
"3745","1960","Cavan","30-50 Acres",2998
"3746","1965","Cavan","30-50 Acres",3018
"3747","1970","Cavan","30-50 Acres",2947
"3748","1975","Cavan","30-50 Acres",2810
"3749","1980","Cavan","30-50 Acres",2625
"3750","1855","Donegal","30-50 Acres",4072
"3751","1860","Donegal","30-50 Acres",4029
"3752","1865","Donegal","30-50 Acres",3989
"3753","1870","Donegal","30-50 Acres",3979
"3754","1875","Donegal","30-50 Acres",4117
"3755","1880","Donegal","30-50 Acres",4099
"3756","1885","Donegal","30-50 Acres",4112
"3757","1890","Donegal","30-50 Acres",4004
"3758","1895","Donegal","30-50 Acres",4038
"3759","1900","Donegal","30-50 Acres",4037
"3760","1905","Donegal","30-50 Acres",4102
"3761","1910","Donegal","30-50 Acres",4150
"3762","1915","Donegal","30-50 Acres",3990
"3763","1930","Donegal","30-50 Acres",3997
"3764","1940","Donegal","30-50 Acres",3581
"3765","1945","Donegal","30-50 Acres",3465
"3766","1950","Donegal","30-50 Acres",3430
"3767","1955","Donegal","30-50 Acres",3422
"3768","1960","Donegal","30-50 Acres",3179
"3769","1965","Donegal","30-50 Acres",3027
"3770","1970","Donegal","30-50 Acres",2984
"3771","1975","Donegal","30-50 Acres",2816
"3772","1980","Donegal","30-50 Acres",2788
"3773","1855","Monaghan","30-50 Acres",1176
"3774","1860","Monaghan","30-50 Acres",1216
"3775","1865","Monaghan","30-50 Acres",1290
"3776","1870","Monaghan","30-50 Acres",1334
"3777","1875","Monaghan","30-50 Acres",1383
"3778","1880","Monaghan","30-50 Acres",1420
"3779","1885","Monaghan","30-50 Acres",1466
"3780","1890","Monaghan","30-50 Acres",1474
"3781","1895","Monaghan","30-50 Acres",1517
"3782","1900","Monaghan","30-50 Acres",1560
"3783","1905","Monaghan","30-50 Acres",1546
"3784","1910","Monaghan","30-50 Acres",1566
"3785","1915","Monaghan","30-50 Acres",1666
"3786","1930","Monaghan","30-50 Acres",1933
"3787","1940","Monaghan","30-50 Acres",2011
"3788","1945","Monaghan","30-50 Acres",2024
"3789","1950","Monaghan","30-50 Acres",2078
"3790","1955","Monaghan","30-50 Acres",2159
"3791","1960","Monaghan","30-50 Acres",2120
"3792","1965","Monaghan","30-50 Acres",2105
"3793","1970","Monaghan","30-50 Acres",2064
"3794","1975","Monaghan","30-50 Acres",2014
"3795","1980","Monaghan","30-50 Acres",1924
"3796","1855","State","50-100 Acres",44921
"3797","1860","State","50-100 Acres",45976
"3798","1865","State","50-100 Acres",46103
"3799","1870","State","50-100 Acres",46615
"3800","1875","State","50-100 Acres",46599
"3801","1880","State","50-100 Acres",46855
"3802","1885","State","50-100 Acres",46792
"3803","1890","State","50-100 Acres",47107
"3804","1895","State","50-100 Acres",47384
"3805","1900","State","50-100 Acres",47737
"3806","1905","State","50-100 Acres",47729
"3807","1910","State","50-100 Acres",48524
"3808","1915","State","50-100 Acres",46742
"3809","1930","State","50-100 Acres",49964
"3810","1940","State","50-100 Acres",50093
"3811","1945","State","50-100 Acres",50652
"3812","1950","State","50-100 Acres",51457
"3813","1955","State","50-100 Acres",52270
"3814","1960","State","50-100 Acres",54209
"3815","1965","State","50-100 Acres",55221
"3816","1970","State","50-100 Acres",56238
"3817","1975","State","50-100 Acres",56766
"3818","1980","State","50-100 Acres",57649
"3819","1855","Leinster","50-100 Acres",13519
"3820","1860","Leinster","50-100 Acres",13825
"3821","1865","Leinster","50-100 Acres",13865
"3822","1870","Leinster","50-100 Acres",14115
"3823","1875","Leinster","50-100 Acres",14051
"3824","1880","Leinster","50-100 Acres",14022
"3825","1885","Leinster","50-100 Acres",14001
"3826","1890","Leinster","50-100 Acres",13886
"3827","1895","Leinster","50-100 Acres",13958
"3828","1900","Leinster","50-100 Acres",14039
"3829","1905","Leinster","50-100 Acres",14087
"3830","1910","Leinster","50-100 Acres",14357
"3831","1915","Leinster","50-100 Acres",13083
"3832","1930","Leinster","50-100 Acres",13980
"3833","1940","Leinster","50-100 Acres",14136
"3834","1945","Leinster","50-100 Acres",14290
"3835","1950","Leinster","50-100 Acres",14424
"3836","1955","Leinster","50-100 Acres",14505
"3837","1960","Leinster","50-100 Acres",14481
"3838","1965","Leinster","50-100 Acres",14778
"3839","1970","Leinster","50-100 Acres",15087
"3840","1975","Leinster","50-100 Acres",15121
"3841","1980","Leinster","50-100 Acres",15357
"3842","1855","Carlow","50-100 Acres",778
"3843","1860","Carlow","50-100 Acres",817
"3844","1865","Carlow","50-100 Acres",821
"3845","1870","Carlow","50-100 Acres",827
"3846","1875","Carlow","50-100 Acres",848
"3847","1880","Carlow","50-100 Acres",836
"3848","1885","Carlow","50-100 Acres",858
"3849","1890","Carlow","50-100 Acres",851
"3850","1895","Carlow","50-100 Acres",841
"3851","1900","Carlow","50-100 Acres",840
"3852","1905","Carlow","50-100 Acres",840
"3853","1910","Carlow","50-100 Acres",832
"3854","1915","Carlow","50-100 Acres",790
"3855","1930","Carlow","50-100 Acres",827
"3856","1940","Carlow","50-100 Acres",846
"3857","1945","Carlow","50-100 Acres",855
"3858","1950","Carlow","50-100 Acres",818
"3859","1955","Carlow","50-100 Acres",827
"3860","1960","Carlow","50-100 Acres",795
"3861","1965","Carlow","50-100 Acres",776
"3862","1970","Carlow","50-100 Acres",831
"3863","1975","Carlow","50-100 Acres",806
"3864","1980","Carlow","50-100 Acres",824
"3865","1855","Dublin","50-100 Acres",624
"3866","1860","Dublin","50-100 Acres",647
"3867","1865","Dublin","50-100 Acres",629
"3868","1870","Dublin","50-100 Acres",642
"3869","1875","Dublin","50-100 Acres",643
"3870","1880","Dublin","50-100 Acres",641
"3871","1885","Dublin","50-100 Acres",606
"3872","1890","Dublin","50-100 Acres",609
"3873","1895","Dublin","50-100 Acres",606
"3874","1900","Dublin","50-100 Acres",628
"3875","1905","Dublin","50-100 Acres",629
"3876","1910","Dublin","50-100 Acres",617
"3877","1915","Dublin","50-100 Acres",517
"3878","1930","Dublin","50-100 Acres",489
"3879","1940","Dublin","50-100 Acres",525
"3880","1945","Dublin","50-100 Acres",506
"3881","1950","Dublin","50-100 Acres",541
"3882","1955","Dublin","50-100 Acres",550
"3883","1960","Dublin","50-100 Acres",496
"3884","1965","Dublin","50-100 Acres",501
"3885","1970","Dublin","50-100 Acres",486
"3886","1975","Dublin","50-100 Acres",434
"3887","1980","Dublin","50-100 Acres",431
"3888","1855","Kildare","50-100 Acres",996
"3889","1860","Kildare","50-100 Acres",1017
"3890","1865","Kildare","50-100 Acres",994
"3891","1870","Kildare","50-100 Acres",1042
"3892","1875","Kildare","50-100 Acres",998
"3893","1880","Kildare","50-100 Acres",987
"3894","1885","Kildare","50-100 Acres",1006
"3895","1890","Kildare","50-100 Acres",965
"3896","1895","Kildare","50-100 Acres",978
"3897","1900","Kildare","50-100 Acres",966
"3898","1905","Kildare","50-100 Acres",960
"3899","1910","Kildare","50-100 Acres",996
"3900","1915","Kildare","50-100 Acres",795
"3901","1930","Kildare","50-100 Acres",788
"3902","1940","Kildare","50-100 Acres",805
"3903","1945","Kildare","50-100 Acres",823
"3904","1950","Kildare","50-100 Acres",828
"3905","1955","Kildare","50-100 Acres",855
"3906","1960","Kildare","50-100 Acres",867
"3907","1965","Kildare","50-100 Acres",938
"3908","1970","Kildare","50-100 Acres",963
"3909","1975","Kildare","50-100 Acres",943
"3910","1980","Kildare","50-100 Acres",990
"3911","1855","Kilkenny","50-100 Acres",1972
"3912","1860","Kilkenny","50-100 Acres",2010
"3913","1865","Kilkenny","50-100 Acres",2031
"3914","1870","Kilkenny","50-100 Acres",2021
"3915","1875","Kilkenny","50-100 Acres",2056
"3916","1880","Kilkenny","50-100 Acres",2052
"3917","1885","Kilkenny","50-100 Acres",2037
"3918","1890","Kilkenny","50-100 Acres",2045
"3919","1895","Kilkenny","50-100 Acres",2075
"3920","1900","Kilkenny","50-100 Acres",2115
"3921","1905","Kilkenny","50-100 Acres",2099
"3922","1910","Kilkenny","50-100 Acres",2153
"3923","1915","Kilkenny","50-100 Acres",2021
"3924","1930","Kilkenny","50-100 Acres",2046
"3925","1940","Kilkenny","50-100 Acres",1973
"3926","1945","Kilkenny","50-100 Acres",2010
"3927","1950","Kilkenny","50-100 Acres",2007
"3928","1955","Kilkenny","50-100 Acres",2022
"3929","1960","Kilkenny","50-100 Acres",1972
"3930","1965","Kilkenny","50-100 Acres",1955
"3931","1970","Kilkenny","50-100 Acres",1938
"3932","1975","Kilkenny","50-100 Acres",1943
"3933","1980","Kilkenny","50-100 Acres",1922
"3934","1855","Laoghais","50-100 Acres",1126
"3935","1860","Laoghais","50-100 Acres",1112
"3936","1865","Laoghais","50-100 Acres",1127
"3937","1870","Laoghais","50-100 Acres",1173
"3938","1875","Laoghais","50-100 Acres",1183
"3939","1880","Laoghais","50-100 Acres",1148
"3940","1885","Laoghais","50-100 Acres",1166
"3941","1890","Laoghais","50-100 Acres",1160
"3942","1895","Laoghais","50-100 Acres",1201
"3943","1900","Laoghais","50-100 Acres",1213
"3944","1905","Laoghais","50-100 Acres",1240
"3945","1910","Laoghais","50-100 Acres",1271
"3946","1915","Laoghais","50-100 Acres",1172
"3947","1930","Laoghais","50-100 Acres",1343
"3948","1940","Laoghais","50-100 Acres",1336
"3949","1945","Laoghais","50-100 Acres",1346
"3950","1950","Laoghais","50-100 Acres",1381
"3951","1955","Laoghais","50-100 Acres",1411
"3952","1960","Laoghais","50-100 Acres",1445
"3953","1965","Laoghais","50-100 Acres",1459
"3954","1970","Laoghais","50-100 Acres",1465
"3955","1975","Laoghais","50-100 Acres",1488
"3956","1980","Laoghais","50-100 Acres",1495
"3957","1855","Longford","50-100 Acres",536
"3958","1860","Longford","50-100 Acres",545
"3959","1865","Longford","50-100 Acres",575
"3960","1870","Longford","50-100 Acres",576
"3961","1875","Longford","50-100 Acres",541
"3962","1880","Longford","50-100 Acres",560
"3963","1885","Longford","50-100 Acres",578
"3964","1890","Longford","50-100 Acres",560
"3965","1895","Longford","50-100 Acres",559
"3966","1900","Longford","50-100 Acres",588
"3967","1905","Longford","50-100 Acres",574
"3968","1910","Longford","50-100 Acres",590
"3969","1915","Longford","50-100 Acres",598
"3970","1930","Longford","50-100 Acres",684
"3971","1940","Longford","50-100 Acres",750
"3972","1945","Longford","50-100 Acres",750
"3973","1950","Longford","50-100 Acres",774
"3974","1955","Longford","50-100 Acres",793
"3975","1960","Longford","50-100 Acres",837
"3976","1965","Longford","50-100 Acres",904
"3977","1970","Longford","50-100 Acres",893
"3978","1975","Longford","50-100 Acres",927
"3979","1980","Longford","50-100 Acres",961
"3980","1855","Louth","50-100 Acres",473
"3981","1860","Louth","50-100 Acres",468
"3982","1865","Louth","50-100 Acres",491
"3983","1870","Louth","50-100 Acres",455
"3984","1875","Louth","50-100 Acres",494
"3985","1880","Louth","50-100 Acres",477
"3986","1885","Louth","50-100 Acres",475
"3987","1890","Louth","50-100 Acres",484
"3988","1895","Louth","50-100 Acres",472
"3989","1900","Louth","50-100 Acres",481
"3990","1905","Louth","50-100 Acres",477
"3991","1910","Louth","50-100 Acres",475
"3992","1915","Louth","50-100 Acres",442
"3993","1930","Louth","50-100 Acres",490
"3994","1940","Louth","50-100 Acres",516
"3995","1945","Louth","50-100 Acres",538
"3996","1950","Louth","50-100 Acres",567
"3997","1955","Louth","50-100 Acres",573
"3998","1960","Louth","50-100 Acres",575
"3999","1965","Louth","50-100 Acres",599
"4000","1970","Louth","50-100 Acres",632
"4001","1975","Louth","50-100 Acres",635
"4002","1980","Louth","50-100 Acres",629
"4003","1855","Meath","50-100 Acres",1240
"4004","1860","Meath","50-100 Acres",1221
"4005","1865","Meath","50-100 Acres",1229
"4006","1870","Meath","50-100 Acres",1231
"4007","1875","Meath","50-100 Acres",1261
"4008","1880","Meath","50-100 Acres",1226
"4009","1885","Meath","50-100 Acres",1244
"4010","1890","Meath","50-100 Acres",1211
"4011","1895","Meath","50-100 Acres",1211
"4012","1900","Meath","50-100 Acres",1220
"4013","1905","Meath","50-100 Acres",1218
"4014","1910","Meath","50-100 Acres",1242
"4015","1915","Meath","50-100 Acres",1060
"4016","1930","Meath","50-100 Acres",1141
"4017","1940","Meath","50-100 Acres",1223
"4018","1945","Meath","50-100 Acres",1270
"4019","1950","Meath","50-100 Acres",1296
"4020","1955","Meath","50-100 Acres",1312
"4021","1960","Meath","50-100 Acres",1412
"4022","1965","Meath","50-100 Acres",1449
"4023","1970","Meath","50-100 Acres",1552
"4024","1975","Meath","50-100 Acres",1609
"4025","1980","Meath","50-100 Acres",1679
"4026","1855","Offaly","50-100 Acres",1016
"4027","1860","Offaly","50-100 Acres",1033
"4028","1865","Offaly","50-100 Acres",1041
"4029","1870","Offaly","50-100 Acres",1132
"4030","1875","Offaly","50-100 Acres",1075
"4031","1880","Offaly","50-100 Acres",1096
"4032","1885","Offaly","50-100 Acres",1102
"4033","1890","Offaly","50-100 Acres",1126
"4034","1895","Offaly","50-100 Acres",1121
"4035","1900","Offaly","50-100 Acres",1135
"4036","1905","Offaly","50-100 Acres",1152
"4037","1910","Offaly","50-100 Acres",1210
"4038","1915","Offaly","50-100 Acres",1159
"4039","1930","Offaly","50-100 Acres",1383
"4040","1940","Offaly","50-100 Acres",1459
"4041","1945","Offaly","50-100 Acres",1466
"4042","1950","Offaly","50-100 Acres",1493
"4043","1955","Offaly","50-100 Acres",1495
"4044","1960","Offaly","50-100 Acres",1515
"4045","1965","Offaly","50-100 Acres",1544
"4046","1970","Offaly","50-100 Acres",1550
"4047","1975","Offaly","50-100 Acres",1578
"4048","1980","Offaly","50-100 Acres",1573
"4049","1855","Westmeath","50-100 Acres",1053
"4050","1860","Westmeath","50-100 Acres",1104
"4051","1865","Westmeath","50-100 Acres",1068
"4052","1870","Westmeath","50-100 Acres",1108
"4053","1875","Westmeath","50-100 Acres",1102
"4054","1880","Westmeath","50-100 Acres",1130
"4055","1885","Westmeath","50-100 Acres",1116
"4056","1890","Westmeath","50-100 Acres",1096
"4057","1895","Westmeath","50-100 Acres",1061
"4058","1900","Westmeath","50-100 Acres",1058
"4059","1905","Westmeath","50-100 Acres",1059
"4060","1910","Westmeath","50-100 Acres",1069
"4061","1915","Westmeath","50-100 Acres",986
"4062","1930","Westmeath","50-100 Acres",1230
"4063","1940","Westmeath","50-100 Acres",1242
"4064","1945","Westmeath","50-100 Acres",1230
"4065","1950","Westmeath","50-100 Acres",1260
"4066","1955","Westmeath","50-100 Acres",1296
"4067","1960","Westmeath","50-100 Acres",1324
"4068","1965","Westmeath","50-100 Acres",1400
"4069","1970","Westmeath","50-100 Acres",1475
"4070","1975","Westmeath","50-100 Acres",1507
"4071","1980","Westmeath","50-100 Acres",1526
"4072","1855","Wexford","50-100 Acres",2311
"4073","1860","Wexford","50-100 Acres",2386
"4074","1865","Wexford","50-100 Acres",2383
"4075","1870","Wexford","50-100 Acres",2438
"4076","1875","Wexford","50-100 Acres",2386
"4077","1880","Wexford","50-100 Acres",2379
"4078","1885","Wexford","50-100 Acres",2427
"4079","1890","Wexford","50-100 Acres",2399
"4080","1895","Wexford","50-100 Acres",2448
"4081","1900","Wexford","50-100 Acres",2447
"4082","1905","Wexford","50-100 Acres",2462
"4083","1910","Wexford","50-100 Acres",2488
"4084","1915","Wexford","50-100 Acres",2327
"4085","1930","Wexford","50-100 Acres",2364
"4086","1940","Wexford","50-100 Acres",2275
"4087","1945","Wexford","50-100 Acres",2296
"4088","1950","Wexford","50-100 Acres",2302
"4089","1955","Wexford","50-100 Acres",2254
"4090","1960","Wexford","50-100 Acres",2135
"4091","1965","Wexford","50-100 Acres",2136
"4092","1970","Wexford","50-100 Acres",2194
"4093","1975","Wexford","50-100 Acres",2167
"4094","1980","Wexford","50-100 Acres",2203
"4095","1855","Wicklow","50-100 Acres",1394
"4096","1860","Wicklow","50-100 Acres",1465
"4097","1865","Wicklow","50-100 Acres",1476
"4098","1870","Wicklow","50-100 Acres",1470
"4099","1875","Wicklow","50-100 Acres",1464
"4100","1880","Wicklow","50-100 Acres",1490
"4101","1885","Wicklow","50-100 Acres",1386
"4102","1890","Wicklow","50-100 Acres",1380
"4103","1895","Wicklow","50-100 Acres",1385
"4104","1900","Wicklow","50-100 Acres",1348
"4105","1905","Wicklow","50-100 Acres",1377
"4106","1910","Wicklow","50-100 Acres",1414
"4107","1915","Wicklow","50-100 Acres",1216
"4108","1930","Wicklow","50-100 Acres",1195
"4109","1940","Wicklow","50-100 Acres",1186
"4110","1945","Wicklow","50-100 Acres",1200
"4111","1950","Wicklow","50-100 Acres",1157
"4112","1955","Wicklow","50-100 Acres",1117
"4113","1960","Wicklow","50-100 Acres",1108
"4114","1965","Wicklow","50-100 Acres",1117
"4115","1970","Wicklow","50-100 Acres",1108
"4116","1975","Wicklow","50-100 Acres",1084
"4117","1980","Wicklow","50-100 Acres",1124
"4118","1855","Munster","50-100 Acres",21219
"4119","1860","Munster","50-100 Acres",21462
"4120","1865","Munster","50-100 Acres",21724
"4121","1870","Munster","50-100 Acres",22099
"4122","1875","Munster","50-100 Acres",22362
"4123","1880","Munster","50-100 Acres",22511
"4124","1885","Munster","50-100 Acres",22133
"4125","1890","Munster","50-100 Acres",22281
"4126","1895","Munster","50-100 Acres",22366
"4127","1900","Munster","50-100 Acres",22602
"4128","1905","Munster","50-100 Acres",22790
"4129","1910","Munster","50-100 Acres",23157
"4130","1915","Munster","50-100 Acres",22408
"4131","1930","Munster","50-100 Acres",23118
"4132","1940","Munster","50-100 Acres",23116
"4133","1945","Munster","50-100 Acres",23124
"4134","1950","Munster","50-100 Acres",23367
"4135","1955","Munster","50-100 Acres",23612
"4136","1960","Munster","50-100 Acres",23584
"4137","1965","Munster","50-100 Acres",23619
"4138","1970","Munster","50-100 Acres",23978
"4139","1975","Munster","50-100 Acres",23934
"4140","1980","Munster","50-100 Acres",23942
"4141","1855","Clare","50-100 Acres",2527
"4142","1860","Clare","50-100 Acres",2611
"4143","1865","Clare","50-100 Acres",2607
"4144","1870","Clare","50-100 Acres",2627
"4145","1875","Clare","50-100 Acres",2639
"4146","1880","Clare","50-100 Acres",2643
"4147","1885","Clare","50-100 Acres",2696
"4148","1890","Clare","50-100 Acres",2682
"4149","1895","Clare","50-100 Acres",2740
"4150","1900","Clare","50-100 Acres",2799
"4151","1905","Clare","50-100 Acres",2787
"4152","1910","Clare","50-100 Acres",2832
"4153","1915","Clare","50-100 Acres",2873
"4154","1930","Clare","50-100 Acres",2984
"4155","1940","Clare","50-100 Acres",3116
"4156","1945","Clare","50-100 Acres",3128
"4157","1950","Clare","50-100 Acres",3169
"4158","1955","Clare","50-100 Acres",3204
"4159","1960","Clare","50-100 Acres",3270
"4160","1965","Clare","50-100 Acres",3313
"4161","1970","Clare","50-100 Acres",3311
"4162","1975","Clare","50-100 Acres",3295
"4163","1980","Clare","50-100 Acres",3256
"4164","1855","Cork","50-100 Acres",7545
"4165","1860","Cork","50-100 Acres",7578
"4166","1865","Cork","50-100 Acres",7659
"4167","1870","Cork","50-100 Acres",7829
"4168","1875","Cork","50-100 Acres",7870
"4169","1880","Cork","50-100 Acres",7957
"4170","1885","Cork","50-100 Acres",7736
"4171","1890","Cork","50-100 Acres",7766
"4172","1895","Cork","50-100 Acres",7884
"4173","1900","Cork","50-100 Acres",7992
"4174","1905","Cork","50-100 Acres",8018
"4175","1910","Cork","50-100 Acres",8119
"4176","1915","Cork","50-100 Acres",7658
"4177","1930","Cork","50-100 Acres",7694
"4178","1940","Cork","50-100 Acres",7721
"4179","1945","Cork","50-100 Acres",7731
"4180","1950","Cork","50-100 Acres",7831
"4181","1955","Cork","50-100 Acres",7929
"4182","1960","Cork","50-100 Acres",7916
"4183","1965","Cork","50-100 Acres",7878
